Address   Disassembly                                                       String                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
00516F02  push topprobe.6D97D0                                              L"SetWindowTheme"
00516F3F  push topprobe.6D97AC                                              L"GetThemeFilename"
00516F7C  push topprobe.6D9788                                              L"GetThemeSysColor"
00516FB9  push topprobe.6D975C                                              L"GetThemeSysColorBrush"
00516FF6  push topprobe.6D973C                                              L"GetThemeSysBool"
00517033  push topprobe.6D971C                                              L"GetThemeSysSize"
00517076  push topprobe.6D96FC                                              L"GetThemeSysFont"
005170B9  push topprobe.6D96D8                                              L"GetThemeSysString"
005170FC  push topprobe.6D96B8                                              L"GetThemeSysInt"
0051713F  push topprobe.6D969C                                              L"IsThemeActive"
00517182  push topprobe.6D9684                                              L"IsAppThemed"
005171C5  push topprobe.6D9664                                              L"GetWindowTheme"
00517208  push topprobe.6D9630                                              L"EnableThemeDialogTexture"
0051724B  push topprobe.6D95F8                                              L"IsThemeDialogTextureEnabled"
0051728E  push topprobe.6D95CC                                              L"GetThemeAppProperties"
005172D1  push topprobe.6D95A0                                              L"SetThemeAppProperties"
00517314  push topprobe.6D9578                                              L"GetCurrentThemeName"
00517357  push topprobe.6D953C                                              L"GetThemeDocumentationProperty"
0051739A  push topprobe.6D9508                                              L"DrawThemeParentBackground"
005173DD  push topprobe.6D94EC                                              L"EnableTheming"
005174D7  mov dword ptr ds:[esi],topprobe.6C1308                            "`[I"
005174E2  mov dword ptr ds:[esi],topprobe.6D94D4                            "`gQ"
00517618  push topprobe.6CFF30                                              L"BUTTON"
00517E39  push topprobe.6CFF30                                              L"BUTTON"
00518172  push topprobe.6D9C34                                              L"ScrollBar"
0051878E  push topprobe.6CFF30                                              L"BUTTON"
00518EDB  push topprobe.6AD840                                              L"%d"
00519118  push topprobe.6CFDC0                                              L"STATIC"
0051919E  push topprobe.6D9C7C                                              L"msctls_trackbar32"
00519FF5  mov dword ptr ds:[esi],topprobe.6B35F4                            "`5N"
0051A04D  mov dword ptr ds:[eax],topprobe.6B35F4                            "`5N"
0051A0FA  push topprobe.77B0FC                                              "\f7m"
0051A280  push topprobe.77B0FC                                              "\f7m"
0051A2FA  mov dword ptr ds:[eax],topprobe.6B35F4                            "`5N"
0051A38F  push topprobe.77B0FC                                              "\f7m"
0051A3A8  push topprobe.77B0FC                                              "\f7m"
0051A3E2  push topprobe.6CFDC0                                              L"STATIC"
0051A810  push topprobe.6CFE28                                              L"LISTBOX"
0051BD23  push topprobe.6DA350                                              L"DISPLAY"
0051BD53  mov dword ptr ss:[esp+F4],topprobe.6B35F4                         "`5N"
0051BF0F  mov dword ptr ss:[esp+100],topprobe.6B35F4                        "`5N"
0051C447  mov dword ptr ds:[esi],topprobe.6C1308                            "`[I"
0051C740  push topprobe.6D078C                                              L"Windows bitmap file"
0051C75B  push topprobe.6C3F4C                                              L"bmp"
0051C768  push topprobe.6D0750                                              L"image/x-bmp"
0051C77C  push topprobe.6DA438                                              L"Windows icon file"
0051C797  push topprobe.6D3A20                                              L"ico"
0051C7A4  push topprobe.6DA3F8                                              L"image/x-ico"
0051C800  push topprobe.6DA4A4                                              L"Windows cursor file"
0051C81B  push topprobe.6DA474                                              L"cur"
0051C828  push topprobe.6DA45C                                              L"image/x-cur"
0051C83C  push topprobe.6DA514                                              L"Windows animated cursor file"
0051C857  push topprobe.6DA4E4                                              L"ani"
0051C864  push topprobe.6DA4CC                                              L"image/x-ani"
0051C8D3  push topprobe.6D078C                                              L"Windows bitmap file"
0051C8EB  push topprobe.6C3F4C                                              L"bmp"
0051C8F8  push topprobe.6D0750                                              L"image/x-bmp"
0051CA03  push topprobe.6DA550                                              L"BMP: Couldn't allocate memory."
0051CA1A  mov eax,topprobe.6DA550                                           L"BMP: Couldn't allocate memory."
0051CA72  push topprobe.6DA550                                              L"BMP: Couldn't allocate memory."
0051CA7B  mov eax,topprobe.6DA550                                           L"BMP: Couldn't allocate memory."
0051CACD  push topprobe.6DA550                                              L"BMP: Couldn't allocate memory."
0051D64C  push topprobe.6DA770                                              L"DIB Header: Image width > 32767 pixels for file."
0051D663  mov eax,topprobe.6DA770                                           L"DIB Header: Image width > 32767 pixels for file."
0051D69A  push topprobe.6DA708                                              L"DIB Header: Image height > 32767 pixels for file."
0051D6B1  mov eax,topprobe.6DA708                                           L"DIB Header: Image height > 32767 pixels for file."
0051D712  push topprobe.6DA6B8                                              L"DIB Header: Unknown bitdepth in file."
0051D762  push topprobe.6DA668                                              L"DIB Header: Unknown encoding in file."
0051D7D4  push topprobe.6DA62C                                              L"Error in reading image DIB."
0051D814  push topprobe.6DA5D0                                              L"DIB Header: Encoding doesn't match bitdepth."
0051D82B  mov eax,topprobe.6DA5D0                                           L"DIB Header: Encoding doesn't match bitdepth."
0051D88D  push topprobe.6DA590                                              L"ICO: Error in reading mask DIB."
0051DB5D  push topprobe.6D0A7C                                              L"HotSpotX"
0051DBAC  push topprobe.6D0A68                                              L"HotSpotY"
0051DC03  push topprobe.6DA7D4                                              L"ICO: Invalid icon index."
0051DC0C  mov eax,topprobe.6DA7D4                                           L"ICO: Invalid icon index."
0051DCF3  push topprobe.6DA4A4                                              L"Windows cursor file"
0051DD0B  push topprobe.6DA474                                              L"cur"
0051DD18  push topprobe.6DA45C                                              L"image/x-cur"
0051DEA6  push topprobe.6DA9E8                                              L"BMP: Couldn't save invalid image."
0051DEE7  mov eax,topprobe.6DA9E8                                           L"BMP: Couldn't save invalid image."
0051DEF7  push topprobe.6DA9CC                                              L"wxBMP_FORMAT"
0051DF4D  push topprobe.6DA9CC                                              L"wxBMP_FORMAT"
0051DFEF  push topprobe.6DA978                                              L"BMP: wxImage doesn't have own wxPalette."
0051E1FE  push topprobe.6DA910                                              L"BMP: Couldn't write the file (Bitmap) header."
0051E208  mov eax,topprobe.6DA910                                           L"BMP: Couldn't write the file (Bitmap) header."
0051E3AC  push topprobe.6DA8A8                                              L"BMP: Couldn't write the file (BitmapInfo) header."
0051E57F  push topprobe.6DA860                                              L"BMP: Couldn't write RGB color map."
0051EDA2  push topprobe.6DA808                                              L"BMP: Couldn't write data."
0051EDAB  mov eax,topprobe.6DA808                                           L"BMP: Couldn't write data."
0051EE6C  push topprobe.6DAAC0                                              L"ICO: Image too tall for an icon."
0051EE83  mov eax,topprobe.6DAAC0                                           L"ICO: Image too tall for an icon."
0051EEBE  push topprobe.6DAA78                                              L"ICO: Image too wide for an icon."
0051EED5  mov eax,topprobe.6DAA78                                           L"ICO: Image too wide for an icon."
0051EF70  push topprobe.6DAA30                                              L"ICO: Error writing the image file!"
0051EF87  mov eax,topprobe.6DAA30                                           L"ICO: Error writing the image file!"
0051F186  push topprobe.6DA9CC                                              L"wxBMP_FORMAT"
0051F1D8  push topprobe.6DA9CC                                              L"wxBMP_FORMAT"
0051F2D0  push topprobe.6D0A7C                                              L"HotSpotX"
0051F2FE  push topprobe.6D0A7C                                              L"HotSpotX"
0051F391  push topprobe.6D0A68                                              L"HotSpotY"
0051F3C0  push topprobe.6D0A68                                              L"HotSpotY"
0051F5DD  push topprobe.6DAA30                                              L"ICO: Error writing the image file!"
0051F5E6  mov eax,topprobe.6DAA30                                           L"ICO: Error writing the image file!"
0051F630  push topprobe.6DAA30                                              L"ICO: Error writing the image file!"
0051F81A  push topprobe.6DB4F4                                              "grey"
0051F830  mov ecx,topprobe.6DB4EC                                           "none"
0051FCE2  push topprobe.6DB684                                              "%u %u %u %u"
0052014E  push topprobe.6DB620                                              L"XPM: malformed colour definition '%s' at line %d!"
00520157  mov eax,topprobe.6DB620                                           L"XPM: malformed colour definition '%s' at line %d!"
005201C4  push topprobe.6DB620                                              L"XPM: malformed colour definition '%s' at line %d!"
0052024C  push topprobe.6DB5C0                                              L"XPM: incorrect colour description in line %d"
00520255  mov eax,topprobe.6DB5C0                                           L"XPM: incorrect colour description in line %d"
00520312  push topprobe.6DB584                                              L"XPM: Malformed pixel data!"
00520327  mov eax,topprobe.6DB584                                           L"XPM: Malformed pixel data!"
0052034C  push topprobe.6DB538                                              L"XPM: truncated image data at line %d!"
00520355  mov eax,topprobe.6DB538                                           L"XPM: truncated image data at line %d!"
005204EE  push topprobe.6DB4FC                                              L"XPM: incorrect header format!"
005204F7  mov eax,topprobe.6DB4FC                                           L"XPM: incorrect header format!"
0052120D  push topprobe.6DBA74                                              L"SysTreeView32"
005253E2  mov dword ptr ds:[esi],topprobe.6D700C                            "0RR"
00525553  mov dword ptr ds:[eax],topprobe.6DBE84                            "PRR"
0052567D  push topprobe.6DBE98                                              L"Please install a newer version of comctl32.dll\n(at least version 4.70 is required but you have %d.%02d)\nor this program won't operate correctly."
00525688  mov ecx,topprobe.6DBE98                                           L"Please install a newer version of comctl32.dll\n(at least version 4.70 is required but you have %d.%02d)\nor this program won't operate correctly."
00525FAD  mov ebx,40824                                                     L"MS-Win-Core-RtlSupport-L1-1-0"
00525FF1  mov ebx,40826                                                     L"S-Win-Core-RtlSupport-L1-1-0"
0052654B  mov dword ptr ds:[esi],topprobe.6DBE84                            "PRR"
005266D6  mov dword ptr ds:[esi],topprobe.6DBFC0                            "`RR"
005266E5  mov dword ptr ds:[esi+54],topprobe.6DBE84                         "PRR"
005268D5  push topprobe.6DBFD4                                              L"SysListView32"
00526AAB  push topprobe.6DBFF0                                              L"Couldn't retrieve information about list control item %d."
00526AC6  mov eax,topprobe.6DBFF0                                           L"Couldn't retrieve information about list control item %d."
00526B40  mov dword ptr ss:[esp+8],topprobe.6DBE84                          "PRR"
00526C1D  mov dword ptr ss:[esp+10],topprobe.6DBE84                         "PRR"
00526D10  mov dword ptr ss:[esp+8],topprobe.6DBE84                          "PRR"
005270B2  mov dword ptr ss:[esp+8],topprobe.6DBE84                          "PRR"
005271C0  push topprobe.6DC068                                              L"Failed to insert the column '%s' into listview!"
00527212  mov dword ptr ss:[esp+8],topprobe.6DBE84                          "PRR"
00527CF4  mov dword ptr ds:[esi],topprobe.6DBE84                            "PRR"
00527DE3  mov dword ptr ds:[esi],topprobe.6DBFC0                            "`RR"
005280D8  mov dword ptr ds:[esi],topprobe.6D700C                            "0RR"
005282B1  push topprobe.6DC0C8                                              L"ListView_SetItem() failed"
00528342  mov dword ptr ss:[esp+8],topprobe.6DBE84                          "PRR"
00528530  mov dword ptr ss:[esp+8],topprobe.6DBE84                          "PRR"
005285EB  mov dword ptr ss:[esp+8],topprobe.6DBE84                          "PRR"
00528726  mov dword ptr ds:[esi],topprobe.6DC104                            "@RR"
0052962B  push topprobe.6DC604                                              L"Show about dialog"
00529642  push topprobe.6DC5E4                                              L"Copy selection"
00529659  push topprobe.6DC5C8                                              L"Cut selection"
00529670  push topprobe.6DC5A4                                              L"Delete selection"
00529687  push topprobe.6DC580                                              L"Replace selection"
00529697  push topprobe.6DC560                                              L"Paste selection"
005296A7  push topprobe.6DC53C                                              L"Quit this program"
005296B7  push topprobe.6DC518                                              L"Redo last action"
005296C7  push topprobe.6DC4F4                                              L"Undo last action"
005296D7  push topprobe.6DC4C4                                              L"Close current document"
005296E7  push topprobe.6DC498                                              L"Save current document"
005296F7  push topprobe.6DC438                                              L"Save current document with a different filename"
00529857  push topprobe.6DC8C4                                              L"&About"
00529862  push topprobe.6DC8BC                                              L"Add"
0052986D  push topprobe.6DC8AC                                              L"&Apply"
00529878  push topprobe.6DC8A0                                              L"&Bold"
00529883  push topprobe.6BD760                                              L"&Cancel"
0052988E  push topprobe.6DC890                                              L"&Clear"
00529899  push topprobe.6B0B3C                                              L"&Close"
005298A4  push topprobe.6D2B34                                              L"&Copy"
005298AF  push topprobe.6D2B40                                              L"Cu&t"
005298BA  push topprobe.6D2B14                                              L"&Delete"
005298C5  push topprobe.6DC884                                              L"&Edit"
005298D0  push topprobe.6DC878                                              L"&Find"
005298DB  push topprobe.6B04E4                                              L"&File"
005298E6  push topprobe.6DC864                                              L"Rep&lace"
005298F1  push topprobe.6DC858                                              L"&Back"
005298FC  push topprobe.6DC84C                                              L"&Down"
00529907  push topprobe.6DC838                                              L"&Forward"
00529912  push topprobe.6DC830                                              L"&Up"
0052991D  push topprobe.6B04AC                                              L"&Help"
00529928  push topprobe.6DC824                                              L"&Home"
00529933  push topprobe.6DC814                                              L"Indent"
0052993E  push topprobe.6DC804                                              L"&Index"
00529949  push topprobe.6DC7F4                                              L"&Italic"
00529954  push topprobe.6DC7E0                                              L"Centered"
0052995F  push topprobe.6DC7CC                                              L"Justified"
0052996A  push topprobe.6DC7B4                                              L"Align Left"
00529975  push topprobe.6DC79C                                              L"Align Right"
00529980  push topprobe.6DC790                                              L"&New"
0052998B  push topprobe.6DC788                                              L"&No"
00529996  push topprobe.6B6638                                              L"&OK"
005299A1  push topprobe.6DC77C                                              L"&Open"
005299AC  push topprobe.6D2B24                                              L"&Paste"
005299B7  push topprobe.6DC760                                              L"&Preferences"
005299C2  push topprobe.6DC750                                              L"&Print"
005299CD  push topprobe.6DC730                                              L"Print previe&w"
005299D8  push topprobe.6DC718                                              L"&Properties"
005299E3  push topprobe.6DC70C                                              L"&Quit"
005299EE  push topprobe.6D2B4C                                              L"&Redo"
005299F6  push topprobe.6DC6FC                                              L"Refresh"
005299FE  push topprobe.6BFA18                                              L"Remove"
00529A06  push topprobe.6DC6DC                                              L"Revert to Saved"
00529A0E  push topprobe.6DC6D0                                              L"&Save"
00529A16  push topprobe.6B0BAC                                              L"Save &As..."
00529A1E  push topprobe.6DC6B8                                              L"Select all"
00529A26  push topprobe.6DC6AC                                              L"&Stop"
00529A2E  push topprobe.6DC698                                              L"Undelete"
00529A36  push topprobe.6DC680                                              L"&Underline"
00529A3E  push topprobe.6D2B58                                              L"&Undo"
00529A46  push topprobe.6DC66C                                              L"&Unindent"
00529A4E  push topprobe.6DC660                                              L"&Yes"
00529A56  push topprobe.6DC644                                              L"&Actual Size"
00529A5E  push topprobe.6DC628                                              L"Zoom to &Fit"
00529A66  push topprobe.6B05F4                                              L"Zoom &In"
00529A6E  push topprobe.6B05E0                                              L"Zoom &Out"
00529EE7  mov dword ptr ds:[esi],topprobe.6C1308                            "`[I"
00529FB2  mov eax,topprobe.6B35F4                                           "`5N"
0052A62C  mov dword ptr ss:[esp+20],topprobe.6B35F4                         "`5N"
0052A741  mov dword ptr ss:[esp+48],topprobe.6B35F4                         "`5N"
0052AC0F  push topprobe.6DC94C                                              L"\tCtrl+Z"
0052AC24  push topprobe.6DC93C                                              L"\tCtrl+Y"
0052B014  push topprobe.6DC9D0                                              L"Unnamed command"
0052B01D  mov eax,topprobe.6DC9D0                                           L"Unnamed command"
0052B053  push topprobe.6DC9C0                                              L"&Undo "
0052B0DF  mov eax,topprobe.6DC9C0                                           L"&Undo "
0052B0FF  push topprobe.6DC9A4                                              L"Can't &Undo "
0052B1D0  mov eax,topprobe.6DC9A4                                           L"Can't &Undo "
0052B1EB  push topprobe.6D2B58                                              L"&Undo"
0052B1F4  mov eax,topprobe.6D2B58                                           L"&Undo"
0052B2F5  push topprobe.6DC9D0                                              L"Unnamed command"
0052B2FE  mov eax,topprobe.6DC9D0                                           L"Unnamed command"
0052B323  push topprobe.6DC9F0                                              L"&Redo "
0052B3CB  mov eax,topprobe.6DC9F0                                           L"&Redo "
0052B3E7  push topprobe.6D2B4C                                              L"&Redo"
0052B3F0  mov eax,topprobe.6D2B4C                                           L"&Redo"
0052B438  push topprobe.6D2B4C                                              L"&Redo"
0052B441  mov eax,topprobe.6D2B4C                                           L"&Redo"
0052B4A7  push topprobe.6DC9D0                                              L"Unnamed command"
0052B4B0  mov eax,topprobe.6DC9D0                                           L"Unnamed command"
0052B4D5  push topprobe.6DC9F0                                              L"&Redo "
0052B5C7  mov eax,topprobe.6DC9F0                                           L"&Redo "
0052C55A  push topprobe.6DD730                                              L"Generic PostScript"
0052C587  mov eax,topprobe.6DD730                                           L"Generic PostScript"
0052C5AA  push topprobe.6DD758                                              L"Ready"
0052C5D7  mov eax,topprobe.6DD758                                           L"Ready"
0052C667  mov dword ptr ds:[esi],topprobe.6C1308                            "`[I"
0052C7E5  push topprobe.6DD81C                                              L"dialog"
0052C815  push topprobe.6DD808                                              L"Printing "
0052C893  mov eax,topprobe.6DD808                                           L"Printing "
0052C94F  push topprobe.6D2EB8                                              L"staticText"
0052C99C  push topprobe.6DD7D0                                              L"Please wait while printing\n"
0052C9A5  mov eax,topprobe.6DD7D0                                           L"Please wait while printing\n"
0052CAEA  push topprobe.6D2E30                                              L"button"
0052CB04  push topprobe.6B6024                                              L"Cancel"
0052CC77  push topprobe.6DD82C                                              L"Printing Error"
0052CCF2  mov eax,topprobe.6DD82C                                           L"Printing Error"
0052CFAB  push topprobe.6DD808                                              L"Printing "
0052CFB4  mov eax,topprobe.6DD808                                           L"Printing "
0052D399  push topprobe.6DD8D0                                              L"Enter a page number between %d and %d:"
0052D3A4  mov ebx,topprobe.6DD8D0                                           L"Enter a page number between %d and %d:"
0052D3D9  push topprobe.6AD840                                              L"%d"
0052D3FD  push topprobe.6DD8B8                                              L"Goto Page"
0052D525  mov eax,topprobe.6DD8B8                                           L"Goto Page"
0052DA32  push topprobe.6D2F74                                              L"status_line"
0052DC60  push topprobe.6DD920                                              L"canvas"
0052DD56  push topprobe.6DD930                                              L"panel"
0052E32E  push topprobe.6DD9FC                                              L"Print Preview Failure"
0052E36F  push topprobe.6DD9B8                                              L"Could not start document preview."
0052E406  mov eax,topprobe.6DD9FC                                           L"Print Preview Failure"
0052E410  mov eax,topprobe.6DD9B8                                           L"Could not start document preview."
0052E9E1  push topprobe.6D2E30                                              L"button"
0052EA11  push topprobe.6B0B3C                                              L"&Close"
0052EA6B  mov eax,topprobe.6B0B3C                                           L"&Close"
0052EB66  push topprobe.6D2E30                                              L"button"
0052EB95  push topprobe.6DDB70                                              L"&Print..."
0052EBF1  mov eax,topprobe.6DDB70                                           L"&Print..."
0052ECFF  push topprobe.6D2E30                                              L"button"
0052ED2E  push topprobe.6DDB68                                              L"|<<"
0052ED8A  mov eax,topprobe.6DDB68                                           L"|<<"
0052EE85  push topprobe.6D2E30                                              L"button"
0052EEB4  push topprobe.6DDB60                                              L"<<"
0052EF13  mov eax,topprobe.6DDB60                                           L"<<"
0052F010  push topprobe.6D2E30                                              L"button"
0052F042  push topprobe.6DDB58                                              L">>"
0052F0A1  mov eax,topprobe.6DDB58                                           L">>"
0052F1A8  push topprobe.6D2E30                                              L"button"
0052F1DA  push topprobe.6DDB50                                              L">>|"
0052F239  mov eax,topprobe.6DDB50                                           L">>|"
0052F340  push topprobe.6D2E30                                              L"button"
0052F372  push topprobe.6DDB3C                                              L"&Goto..."
0052F3D1  mov eax,topprobe.6DDB3C                                           L"&Goto..."
0052F4B2  push topprobe.6DDB34                                              L"10%"
0052F4C9  push topprobe.6DDB2C                                              L"15%"
0052F4EA  push topprobe.6DDB24                                              L"20%"
0052F509  push topprobe.6DDB1C                                              L"25%"
0052F528  push topprobe.6DDB14                                              L"30%"
0052F546  push topprobe.6DDB0C                                              L"35%"
0052F565  push topprobe.6DDB04                                              L"40%"
0052F584  push topprobe.6DDAFC                                              L"45%"
0052F5A2  push topprobe.6DDAF4                                              L"50%"
0052F5C1  push topprobe.6DDAEC                                              L"55%"
0052F5E8  push topprobe.6DDAE4                                              L"60%"
0052F5FE  push topprobe.6DDADC                                              L"65%"
0052F61D  push topprobe.6DDAD4                                              L"70%"
0052F63C  push topprobe.6B0DC0                                              L"75%"
0052F65A  push topprobe.6DDACC                                              L"80%"
0052F679  push topprobe.6DDAC4                                              L"85%"
0052F69B  push topprobe.6DDABC                                              L"90%"
0052F6BC  push topprobe.6DDAB4                                              L"95%"
0052F6DE  push topprobe.6B0DE0                                              L"100%"
0052F700  push topprobe.6DDAA8                                              L"110%"
0052F729  push topprobe.6DDA9C                                              L"120%"
0052F743  push topprobe.6B0DC8                                              L"150%"
0052F765  push topprobe.6B0DD4                                              L"200%"
0052F7B5  push topprobe.6D1D98                                              L"choice"
0052F81F  mov dword ptr ds:[esi+150],topprobe.6AF98C                        "PB@"
0052FD5B  push topprobe.6DD9FC                                              L"Print Preview Failure"
0052FD97  push topprobe.6DDBB0                                              L"Sorry, not enough memory to create a preview."
0052FE3A  mov eax,topprobe.6DD9FC                                           L"Print Preview Failure"
0052FE44  mov eax,topprobe.6DDBB0                                           L"Sorry, not enough memory to create a preview."
0052FE7E  push topprobe.6DD9FC                                              L"Print Preview Failure"
0052FEBA  push topprobe.6DD9B8                                              L"Could not start document preview."
0052FF76  mov eax,topprobe.6DD9FC                                           L"Print Preview Failure"
0052FF80  mov eax,topprobe.6DD9B8                                           L"Could not start document preview."
0052FFB2  push topprobe.6DDB94                                              L"Page %d of %d"
0052FFBB  mov eax,topprobe.6DDB94                                           L"Page %d of %d"
0052FFEE  push topprobe.6DDB84                                              L"Page %d"
0052FFF7  mov eax,topprobe.6DDB84                                           L"Page %d"
00530250  push topprobe.6D2E60                                              L"dialog"
005304B9  push topprobe.6D2E90                                              L"listBox"
00530985  push topprobe.6D2E90                                              L"listBox"
00531014  push topprobe.6D3010                                              L"*.*"
00531043  push topprobe.6D09F8                                              L"*."
00531072  push topprobe.6DE4AC                                              L"%s files (%s)|%s"
0053107B  mov eax,topprobe.6DE4AC                                           L"%s files (%s)|%s"
005310CF  push topprobe.6DE488                                              L"All files (%s)|%s"
005310D8  mov eax,topprobe.6DE488                                           L"All files (%s)|%s"
005310DD  push topprobe.6D3010                                              L"*.*"
005310E2  push topprobe.6D3010                                              L"*.*"
0053146D  push topprobe.6D09F8                                              L"*."
00531560  push topprobe.6D3030                                              L"filedlg"
0053188A  push topprobe.6D3030                                              L"filedlg"
00531BB3  push topprobe.6DE4F8                                              L"Load %s file"
00531BBC  mov eax,topprobe.6DE4F8                                           L"Load %s file"
00531BD0  push topprobe.6DE4DC                                              L"Save %s file"
00531BD9  mov eax,topprobe.6DE4DC                                           L"Save %s file"
00531C27  push topprobe.6DE4D0                                              L"*.%s"
00531C37  push topprobe.6D3010                                              L"*.*"
00531F74  push topprobe.6CC228                                              L"Cannot initialize OLE"
00531F7D  mov eax,topprobe.6CC228                                           L"Cannot initialize OLE"
0053203F  push topprobe.6DE5C8                                              L"Failed to put data on the clipboard"
00532058  mov eax,topprobe.6DE5C8                                           L"Failed to put data on the clipboard"
005322DD  push topprobe.6DE760                                              L"HTML Format"
005322F2  mov esi,topprobe.6DE6D8                                           "Version:0.9\r\nStartHTML:00000000\r\nEndHTML:00000000\r\nStartFragment:00000000\r\nEndFragment:00000000\r\n<html><body>\r\n<!--StartFragment -->\r\n"
00532338  mov cx,word ptr ds:[6DE6D0]                                       "\r\n"
0053235D  mov esi,topprobe.6DE6A8                                           "<!--EndFragment-->\r\n</body>\r\n</html>"
00532364  push topprobe.6DE69C                                              "StartHTML"
00532370  push topprobe.6DE694                                              "<html>"
00532383  push topprobe.6DE68C                                              "%08u"
0053238E  push topprobe.6DE684                                              "EndHTML"
005323B5  push topprobe.6DE68C                                              "%08u"
005323C0  push topprobe.6DE674                                              "StartFragment"
005323CE  push topprobe.6DE664                                              "<!--StartFrag"
005323E1  push topprobe.6DE68C                                              "%08u"
005323EC  push topprobe.6DE658                                              "EndFragment"
005323FA  push topprobe.6DE64C                                              "<!--EndFrag"
0053240D  push topprobe.6DE68C                                              "%08u"
0053248F  push topprobe.6DE610                                              L"Failed to set clipboard data."
005324A9  mov eax,topprobe.6DE610                                           L"Failed to set clipboard data."
005324DD  push topprobe.6DE54C                                              L"Unsupported clipboard format."
005324F7  mov eax,topprobe.6DE54C                                           L"Unsupported clipboard format."
005327B9  push topprobe.6DE778                                              L"Failed to get data from the clipboard"
005327C2  mov eax,topprobe.6DE778                                           L"Failed to get data from the clipboard"
00532B01  push topprobe.6DE7E0                                              L"Failed to save the bitmap image to file \"%s\"."
00532B0A  mov eax,topprobe.6DE7E0                                           L"Failed to save the bitmap image to file \"%s\"."
005336D0  mov dword ptr ds:[ecx],topprobe.6D4734                            " BO"
00533C97  mov dword ptr ds:[esi],topprobe.6C1308                            "`[I"
00533CA2  mov dword ptr ds:[esi],topprobe.6DE840                            "`;S"
00533DE6  mov dword ptr ds:[esi],topprobe.6D5D6C                            "P=S"
00533E45  push topprobe.6DE888                                              L"Couldn't add an image to the image list."
00533E5B  mov eax,topprobe.6DE888                                           L"Couldn't add an image to the image list."
00533E83  mov dword ptr ds:[eax],topprobe.6D5D6C                            "P=S"
00533EBD  mov edi,topprobe.6B35F4                                           "`5N"
005340A8  push topprobe.6DE888                                              L"Couldn't add an image to the image list."
005340B1  mov eax,topprobe.6DE888                                           L"Couldn't add an image to the image list."
0053426A  mov dword ptr ss:[esp+1C],topprobe.6B35F4                         "`5N"
00534394  mov dword ptr ss:[esp+1C],topprobe.6B35F4                         "`5N"
00534658  mov dword ptr ds:[esi],topprobe.6DE944                            "@ES"
0053465E  mov dword ptr ds:[esi+150],topprobe.6DE904                        "pFS"
005346EA  mov dword ptr ds:[esi],topprobe.6DE944                            "@ES"
005346F0  mov dword ptr ds:[esi+150],topprobe.6DE904                        "pFS"
00534856  mov dword ptr ds:[esi],topprobe.6DE944                            "@ES"
0053485C  mov dword ptr ds:[esi+150],topprobe.6DE904                        "pFS"
005365AF  push topprobe.6CFF30                                              L"BUTTON"
00536653  push topprobe.6CFF30                                              L"BUTTON"
005368E2  push topprobe.6DF5B4                                              L"msctls_progress32"
00536C00  push topprobe.6CFF30                                              L"BUTTON"
0053706B  mov dword ptr ds:[esi],topprobe.6DF900                            "pCM"
00537130  push topprobe.6DF9C0                                              L"wxART_TOOLBAR_C"
00537153  push topprobe.6DF9A4                                              L"wxART_MENU_C"
00537163  push topprobe.6DF97C                                              L"wxART_FRAME_ICON_C"
00537192  push topprobe.6DF954                                              L"wxART_CMN_DIALOG_C"
005371A2  push topprobe.6D77A4                                              L"wxART_MESSAGE_BOX_C"
005371B2  push topprobe.6DF928                                              L"wxART_HELP_BROWSER_C"
005371C6  push topprobe.6DF908                                              L"wxART_BUTTON_C"
00537302  push topprobe.6DF9FC                                              L"%s-%s-%i-%i"
00537377  mov dword ptr ds:[esi],topprobe.6C1308                            "`[I"
00537478  mov dword ptr ds:[eax+8],topprobe.6B35F4                          "`5N"
005375BA  mov dword ptr ss:[esp+8],topprobe.6B35F4                          "`5N"
0053760A  mov dword ptr ss:[esp+14],topprobe.6B35F4                         "`5N"
005377C1  mov dword ptr ss:[esp+1C],topprobe.6B35F4                         "`5N"
005378C5  mov dword ptr ss:[esp+2C],topprobe.6B35F4                         "`5N"
00537946  mov dword ptr ds:[esi],topprobe.6B35F4                            "`5N"
005379AC  mov dword ptr ds:[eax],topprobe.6B35F4                            "`5N"
00537FEB  mov dword ptr ds:[esi],topprobe.6DFACC                            "pCM"
00538057  mov dword ptr ds:[esi],topprobe.6C1308                            "`[I"
0053853F  push topprobe.6E1428                                              L"Letter, 8 1/2 x 11 in"
00538597  push topprobe.6E13FC                                              L"Legal, 8 1/2 x 14 in"
005385EC  push topprobe.6E13CC                                              L"A4 sheet, 210 x 297 mm"
00538640  push topprobe.6E13A4                                              L"C sheet, 17 x 22 in"
00538695  push topprobe.6E137C                                              L"D sheet, 22 x 34 in"
005386EA  push topprobe.6E1354                                              L"E sheet, 34 x 44 in"
0053873E  push topprobe.6E131C                                              L"Letter Small, 8 1/2 x 11 in"
00538793  push topprobe.6E12F4                                              L"Tabloid, 11 x 17 in"
005387E8  push topprobe.6E12CC                                              L"Ledger, 17 x 11 in"
0053883C  push topprobe.6E1294                                              L"Statement, 5 1/2 x 8 1/2 in"
00538891  push topprobe.6E1258                                              L"Executive, 7 1/4 x 10 1/2 in"
005388E6  push topprobe.6E1228                                              L"A3 sheet, 297 x 420 mm"
0053893A  push topprobe.6E11EC                                              L"A4 small sheet, 210 x 297 mm"
